text,label
শুধুমাত্র ওযু আছে বলে এই যাত্রায় বেঁচে গেলি হ্লা ঢেড়সের বিচি,1
"তুই শ্লা, কে রে? হেডার ফো ফেডা তোরে মুঞ্চায় হাত-পা বাইন্দা পিঁপড়ার বাসায় থুইয়া দেই।",1
ষাঁড়ে যদি পিছন দিয়া গুঁতায় তখন তো তর পিছনের ফুটা বড় হৈয়া যাইব।,1
এই হালার পো হালারে রহিংগা কইয়া মায়ান্মারে পাঠাই দেওয়া হোক। ঐ খানের মানুষ তারপর আরিপ্পার লগে যা মন চায় করুক।,1
চুদির পোলা রে কেউ মায়ানমার পাঠায় দেয় !ওরে দিয়ে যদি দুই চার টা রোহিঙ্গা বাঁচানো যায়,1
তরে উপ্তা কৈরা গাছের লগে বাইন্ধা একটা ষাঁড় ছাইড়া দিতে পারতাম যদিরে আরিপ্পা,1
হোগা চোদার পোলা আবারও লাল পেন্টি,1
মাগির পুতে আলিফ লায়লার কাপড় পাইছে কই? মুঞ্চায় হিজড়া দিয়া পুটকি মারাই,1
হাতির ঝিলে কার পুটকি মারা খাইতে গেছস,1
ভায়া আপনার ছবি দেইখা মনডা চাইতাছে। আপনাকে মহাশুন্যে নিয়া জাইয়া।।।এলিয়েন দিয়া পুটকি মারাই,1
মাদারচোদ ফেবু আইসা তর লাল পেন্টি পড়া পিক টাই দেখতে হইল। হালা হট মাদারচুদ :ড,1
শ্লা বোকাচোদার লেভেল,1
মাদার্চাদ সালমান খানের ব্রেসলেট হাতে দিয়ে অইটার অপমান করিস না।,1
একটা ব্লু ফিল্ম বানামু নাইকা পাচ্ছি না ভাবছি আরিপ হিজরা রা দিয়া কাজটা চালাইদুমু।,1
এ মানকির পুত. এই ভাব নিয়া মডেল সেদাও,1
খানকির পো কালারের শার্ট পেনছে হালায়,1
বান্দর বান্দর টেক্সি... তর লাল পুটকি দেক্সি....,1
"মুর্খ চুদিনা রে আরিফ, গফ নিষেধ করছে। তবে তুই যে একটা খানকিরপোলা ইটস ট্রু",1
চুতমারানি,1
সালা শূয়ার তোকে খুব মারব।,1
ভুটকি,1
"হালা ভইস্কার পো, কুত্তার বেল্ট গলায় না পইড়া, ওটা তোর হোগায় বাইন্ধা ঝুইল্লা পড়। কমপক্ষে,একটা হোগা মারানী তো কমবো। ব্রেস্ট অফ লাক গে মঠেল আড়িপ্পা",1
মগারিপের হোগায় ভরা দেওয়া হোক হাতিপুকে।,1
তোর গোবর মার্কা মাথায় কলা গাছ জন্মাইলো নাকি???,1
হালার চোদার জ্বালা মেটে,1
হোগা মারিদে,1
নটি মাগির কাছে জাইরা শালা পুটকি মারা দিবার আইছে।,1
"আবালের সাথে বলদ, হাতির সাথে হাতির লাদা।",1
ভুটকি ও মি: পুটকি,1
"হাতিপুর ৪ ইন্ছি নুনুর টেলায় আরিফ্ফার খাল ফাক হয়ে গেছে।।
",1
হিজড়াটা কোথা থেকে বের হলো,1
মদনা দেখি ভুটকির সাথে হিজড়ামী পিক তুলে,1
লটির বাচ্চা আর হাতির বাচ্চা,1
"শালা করমচাঁদ 😂😂
ভাবছি ফ্রিল্যান্সিং থেকে অবসর নিবো.... যখন দেখলাম তোর মতো আবাল ও নিজেকে এই পেশায় আছোস বলে দাবি করে, তখন কাজ করার ইন্টারেস্ট ই হারিয়ে যাচ্ছে",1
দুই মেথররানী একসাথে। গোয়া মারামারি করে,1
বিচিডা চাপ দিয়া মইরা যা রে মাইন্দার,1
বাইঞ্চোদ তোকে আর গেলাবো কত,1
শালা চুদার মত আর মায়ে পায় না দেখতে ফইননির মত ফাকিন।,1
পুটকি মারা খাবে,1
"না আসলে তর প্রব্লেম টা কি,,, হালার হোগাচোদা,,, মনডায় চাইতাসে মোবাইল বাইব্রেশন কইরা তর পুটকি দিয়ে ডুকাই দেই হ্লা নাটকির বাচ্চা",1
থোতার বাল গুলি কামাইলি না ভংচোদ,1
"খানকিবাজ ছাড়লি না তুই,সেল্ফি তোলার বাহানাই ফ্রোন্ট ক্যামেরাই বুবস লি দেখার বাহানাটা জস বোস",1
বাংলাদেশের মাইয়াগুলা আস্তে আস্তে গাদাচোদায় রুপ নিতাছে আমার মতো একজন হ্যান্ডসাম ছেলে থাকতে যাইয়া এই আবাল টার সাথে গেছে সেল্ফি তুলতে।ছিঃ ফাক ইউ অল গার্লসস সো হার্ডলি,1
"আরিপ্প্যা খা** মাগী তোর কি পুরা বছরই মাসিক লাইগাই থাহে নাকি। 
সব পিকেই লাল রক্ত লাইগাই থাহে। হ্লা মন চায় তরে********",1
মাদারচোদ তোর মুখের ওইগুলা গোফ না সানিলিয়নের বাল?,1
আরিপ্পা মাগি তর লিপিস্টিক গুলা কি লিপ কিস এ ওইরা গেছে???,1
পাডার পু পাডা,1
ইচ্ছা তো করতাছে লংক্কান মরিচ বাইট্টা তোগো দুইডার সোনায়'দি....,1
"মারা গোয়া হাইকোর্ট করলেও ফেরত পাবি না, সময় থাকতে ভাল হইয়া যা",1
"মাদারটোষ্ট অব দ্যা ইয়ার
",1
মুটকি আর পুটকি,1
মুটকি,1
এই মাল যদি তোর উপর পড়ে তাইলে তো তুই শেষ রে আরিপ্পা বানু। বাই দ্য ওয়ে তোর তো দারুন উন্নতি হইছেরে। আগে ছিলি ভক্সচোদ আর এখন হইছোস ভক্সচোদা।,1
হাতীটার এক পাঁদের সাথেই তো তুই উইড়া যাবি গৈ ফাদারটোস্ট,1
"মাদারটোষ্ট! তর ছবি দেয়ার যন্ত্রনায় জিরো.ফেসবুক ইউজ করতেছি যাতে তর ছবি দেখা না লাগে কিন্তু তারপর ও রেহাই দিলিনা বাইনটোষ্ট ৩ বেলা ভাতের পরিবর্তে হাতিপুর গু খেয়ে মর, আর মরার আগে তর নাকের নিচের বাল ফালাইয়া মরিস, জাতি ও মুক্তি পাইবো",1
সবাই আপনার পুটকি মেরে শেষ করে দিলো..,1
"হাগু দিতে বসেছিলাম
তোর পিক টা দেইখা হাগু আইটকা গেলো
আনেক ট্রাই কইরাও বাইর করতে পারলাম না",1
নুনু খা গিয়া দুই মাগি,1
আবারো সেই এইডস রোগীরর লগে? তুই জানোস না হাতিপু টুনটুনি জন্মগতভাবে ১৪ টা পোলারে ঘুরানোর এবিলিটি আছে। হের বাপেও বিদেশ গিয়া স্প্যানিশ এসকরটগো লগে. টুট টুট টুট. .,1
"আরিপ তুমি আমার সাতে কথা বল না
হোগার মদ্দে বরে দিব বেদানা
বেদার বিচি গোল গোল
আরিপ তুই এবার কথা বল
আরিপের কালো পুটকি
ভইরা দিব শুটকি",1
দুদুটা পতিতা এক্লগে,1
মাগীটার হাতের রঙ আর খোমার রঙয়ের ডিপারেন্চ ইতো কিনু,1
তোর পর্ন দেইখা শিওর হইলাম তুই হিজরা... চুতমারানি,1
হালারর চুলে তেল নাই বালে জেল দিয়া ঘুরোন চুদাও,1
"তোর মুখটা কুত্তার হোগার মতো কেন রে মাদারচান,,,",1
এক চোদির পো. আরেক চুতমারানী. দুই জনে এক সাথে হইয়া করবো চুদাচুদি,1
মনডাই কই তোর নুনুর আগায় দড়ি দিয়া বাইন্দা ইট ঝুলাই রাখি!,1
তর ছবি দেইখা মুঞ্চায় নিজের পুটকি নিজে মারি বানদির পু,1
হাতির দুধের চিপায় হারায় যাবি রে আরিপ্পা,1
তুমি খানকি মাগির পোলা?,1
ক বান্দিরপুতে আরে বান্দির সাথে ফটো তুলছে। সকাল সকাল এই বান্দি দুইটা রে দেইখা দিনটাই মাটি হইয়া গেল,1
"তোর লেংটা ভিডিও দেখার পরও যেইসব মেয়ে তোর কাসে আশে, ঐগুলারে নিজ দায়িত্বে দুই কেজি মোল্লা সল্ট খাওয়ায় দিস , চোদনা শালা।। তোর পাছা উদাম কইরা চিকন বেত দিয়া ১০০ টা বাড়ি দিলেই তুই ঠিক হোয়া যাইতি।। যেই ফরজ কাজটা তোর বাপমা করে নাই, ঐটা দেখি জনগনরে নিয়া শুরু করতে পারি নাকি।। চোদনা শালা।। তোরে দেখলেই মন চায় তোর নাকের নিচের বাল গুলা কেরোসিন দিয়া ধরায়া দেই।।তাও যদি শান্তি পাইতাম",1
ওরে খানকির ছেলে। তোর হোগায় আস্ত একে ৪৭ ঢুকিয়ে পুরা ম্যাগাজিন না খালি করেছি।,1
মনে হচ্চে একটি বানর একটি আস্ত খাসা আপেল হাতে সেলফি নিছে..... উফ কি মাল রে....! মালের পিক দেয়ার জন্য তোরে এই বার খানকির পুলা কমু না,1
মাগীর পুত ঘুমাতে যাওয়ার আগে তোর এই হোগা মারা পিক খানা দেখিলাম,1
আরিপ্পা তোরে কি চুদে??? এই রাইত কইরা ছবিডা দেওয়ার কি আছে?,1
তোর খোমাটা দেইখা মনে হইতাছে কুত্তার পোন্দে মোছের মত বাল উঠছে।,1
"ওরে কুওার ছাও, এই বিরাইতে তোর হোগাতে যদি অাগুন দিবার পারতাম।।",1
শুন ভাই তুই মইরা যা।আর কিছু কমুনা।ও হ মরার আগে পেইজ টা নিয়া মরিস রে ভাই।।প্লিজ দুহায় লাগে তোমার হোগার।,1
"তোর চেহারাটা দেখতে ঢাকনাবিহিন ম্যানহোলের ভিতরের পচা গুয়ের মত,,, হালা ভোক্সোদ.... তুই অাস্ত বাইঞ্চুদ",1
খানকির পোলা বড়দিনের শুরুতেই মাগিবাজি শুরু করেছে। বাইনটোস্ট মরিস না কেনো।,1
"পোডার পু পোডা তুই এমন কেরে রে তোরে কুত্তা দিয়া দুচিয়ে তোর সুনা আর তোর বিচি কান্দো উঠাই দেওনের কাম
মাদারি শালা হনুমানের বাচ্চা
দিনটাই খারাপ কইরা দিলি আজকা উল্টা-পাল্টা কিছু হলে তোরে পুটকি দিয়া বাশ ঢুকাইয়া খাড়া করাই দিমু",1
"আসলেই আরিপ্পা বাইঞ্চুদ একটা ইনোসেন্ট পোলা
যারা এই বেহেঞ্চুদের বিরোধীতা করে তারা উরুগুয়ের সাপোর্টারস",1
হালার পোলারে দেখলেই মেজাজ খারাপ হইয়া যায়। ছেসরা টাইপের চেহারা। মাগি কত্তগুলাকে কোত্থেকে ভাড়া করে কে যানি শুধু ছবি তোলার জন্য। যা আনলাইক দিলাম,1
"খানকির পোলা এখানে মূর্তির মত দাঁড়ায় না থেকে তাবিজ্জারে তোর পাছাটা আবার দিয়ে আয়,তোরে এখান্না রামঠাপ দেক!",1
"তর হোগার উপর একটা ঠাডা পরলেই কালকে ওরা নতুন একটা নিউজ ছাপাতে পারবে ""হেগায় ঠাডা পরে নিহত আরিপ পাডা""",1
"তোর পিছের অই বাগানের বাশের বেড়া টা তোর হোগার ভিত্রে হান্দাইয়া দিতে পারতাম তাহলে অনেক ভালো লাগতো।
চোদানির পোলা তুই বুলু হোইল খেইল্লা মরতে পারছ না।",1
পিছনের কঞ্চিগুলা খুইল্লা তোর গুয়া দিয়া দে হালা দামড়ার ঘরের দামড়া,1
হিরুন্চি,1
তর এই তালি পরা তেনা পরার শখ বুজি যাইবো না মাদারচুদ। ভবের পিডান পিডাইতে পারতাম তরে,1
কিরে চোদানি কেমন আসোস,1
তুর হোগা দিয়ে টুইনটাওয়ার ডোকাই দিতে মন চাই।,1
মুনডা চায় হোলের বাড়ি দিয়ে তোর মুখ টা সোজা করে দিই.....,1
তোর পাছার ফুটা এতো বড়???কস কি???,1
আমাদের ছুতমারানি কে অনেক সুন্দর লাগচে,1
হোগার পোলার পাছার মধ্যে বড়শি ডোকাইয়া তিমি মাছের আদার হিসেবে ব্যবহার করা উচিত...,1
অরে আমার খানকির পোলা হরছত কি তুই।তরে কেউ হাতিপুর পেন্টি হুংগায়া মাইরা লায় না কেরে।,1
মন মেজাজ এম্নেই খুব খারাপ। হ কুত্তার বাচ্চা তোরে গাইলাইতেই আসছি। বোকাচোদার বাটখারা শাউয়াচুদা মাদারচোদ,1
রাস্তার কুততাও তোর পুটকির গন্ধর জন্যে না মাইরা চলা যাইবো সালা হিজলা মাদারপোক,1
তাবিজ আরিপ্পারে হুগা মাইরা হুগার ছিদ্র এত বড় করছে,1
মনে হচ্চে একটা হিজলা রাস্তায় পথ আটকাইয়া জন-সাধারণ এর কাছে ২ / ৪ টাকা চান্দা উঠাইতাছে.,1
খাংকির পোলা,1
" তোরা দেখ দেখ, দেকরে চাহিয়া বান্দির পুলা ফটো তুলে মুখ বেখাইয়া ",1
তোরে দেখলেই আমাগো কাজের বুয়াটার কথা মনে।পরে।তার আর তোর অনেক মিল.,1
যতই ভাব চোদাস না কেন তোরে হিজলার মতই লাগে,1
ব্ল্যু হয়েল তোর হোগার ভিতরে ভরে দিতে মন চায়,1
এই চ্যাগাইন্না ফটু আর কয়যুগ যাবৎ আপলোড করবি বিঁচির ঘরের বিঁচি?,1
তোর নাকের নিচের বাল কাটসস তাইলে।,1
আবুইল্লা,1
হালা আবাল চোদা,1
তোর পাছার ফুটা এতো বড়?,1
হিজড়া মাগি গুলা মরেওনা,1
ধূ্র্বাল,1
তোরে হাস মোরগ দিয়ে চোদা উচিৎ,1
অরে চোদন,1
চেহারাটা পুরাই গাধার পুটকির মত লাগতাছে চুতমারানির পোলা,1
তুই যে একটা ফাটা কনডম এর শিকার।।। এই পিক দিয়া বুজাইলি ।।। হালারপো আরিপ্পা।। চোদনা কানা।।,1
"হেতেরে টঙ্গীর নর্দমাতে ফালাইয়া,,,
আধা ঘন্টা চুবাইলে শান্তি পাইতাম",1
হালার পো আর কত ফুডু আপলোড দিবি !,1
আদেল আরিফ খান ওরফে শুয়ের খান মরহুম চুদির খান.,1
মাদারিরচুত..পুন'দি মুড়ি হা গু,1
ওরে কালা চাশমা পরছে মনে হয় তাবিজ্জা চোদার পর গিফট করছে,1
সালা হিজরা,1
"চুদির পলা তোর লেউরা দেখানোর লাইগা আবার আইসোস,আবার লেউরা দেখাবি নাকি খানকির পো।",1
"ধুরু খানকির পুত ,করছস কি কামডা ?? ক্লাসে যাইতাছি এই শুক্রবারে ।এমনিতেই মেজাজ খারাপ তার উপর তর ভোদার্বাল মার্কা পিক দেইখা বাস জাইত্তা ব্রেক কইশা আমার নাকের হাড্ডির হোগা মেরে দিল ।",1
কোপা মাদারসোদ রে। চুরি শুটকি'র মত আছে কেম্নে😁. মনডা চায় তর ফুটকি আর মুখ টা একসাথে টাইনা সিল মাইরা দি,1
আমার যখন ডায়রিয়া হইছিলো তরল গু এর ছেরছের করে ছিটকে পড়া দেখেছি। এলাকার ড্রেন এর জমানো বিছ্রি আবর্জনার স্তুপ রাস্তায় দেখেছি। গ্রাম্য রাস্তায় ঘাসের উপর কুত্তার পেছানো লাদা দেখেছি। বাসের সামনের সিটে বসা মধ্যবয়সী পেটুকের বমি করা দেখেছি। কর্নফুলি নদীতে ভেসে আসা মরা গরুর পচে যাওয়া ভুঁড়ি দেখেছি। কিন্তু বিশ্বাস করেন আজ আপিনার ছবিটা দেখে আমার কেনো যেনো মনে হচ্ছে আগের দেখা সিবকিছুই অনেক ভালো ছিলো। আজ যদি আমার দাদা বেচে থাকতেন ছবিটি দেখেই মারা যেতেন। কপাল ভালো উনি আজ বেচে নেই। ফাক,1
বিঁচি ফারুক এতোখানি ফাক কইরা থুইছে?,1
কমেন্ট গুলা পরার পর বিচিতে টিপ দিয়া সুইসাইড করিস।,1
এর একখান কুত্তা আছে তোর লাহান তাও আবার বিদেশি। বান্দির পুত তুই তো আবার দেশি।,1
"দূর মাধার***** মনে করছিলাম ভালো হয়ে যামু বাল তোর ফুডু দেখে আর ভালা হইতে পারলাম,,,",1
ছোলা মুরগির মতো লাগতাছে,1
মাত্র খবর আসল তোর এই পিক দেইখা পরিমনি ভোদা খেইচা রক্ত বের কইরা ফেলছে।,1
খানকির পোলা আবার চুদাতি আইছে।,1
দূত চুদানি,1
ওরে চোদা,1
বাইনচু*****,1
চোতনার পো প্রতিবন্ধি হইলি কবে??,1
ভোক্সদ,1
বেশ্যা মাগি ১ টা!!!,1
কেউ ওর মুখ থেইকা সিগারেটটা বাইর কইরা নিজের ল্যাওড়া ওর মুখে হান্দায় দেন। আর সইহ্য হইতাছে না ম্যান্দাচুদা মাগীর ভাবসাব।,1
দে হোগার মধ্যে,1
তোরে দেইখা মনে হইতাছে এই মাত্র মাসিক এর পোটলা মুখে ঘষান দিয়া আইছোস,1
আজকে রাতে নির্ঘাত আমার সপ্ন দোষ হবে,1
তোর পুটকি দিয়া হিরু আলমরে ডুকামো!!,1
ডার্বি হাতে লই ভাব চোদাস,1
তরে গালি দিতে দিতে গালির ভাণ্ডার টাই নাই হইয়া গেছে।তাই আজ আর গালি দিলাম না চুতমারানির পোলা।,1
"খানকির পুতে নাকি ভচ!!!!!
তোরে আইলে থুইলে গুইলে তোদে হালার কাইস্টা?",1
শুনুন ভাই আপনি গাজা খান বেশি করে তাহলে দেখবেন বুদ্ধি হবে।,1
তুই হেন্ডার বস...মাদার টোস্ট তরে দেইখা রাতের ঘুম হারাম হই গেছে,1
মুখে না দিয়ে পিছে দে,1
খানকির পুত তুর লজ্জা নাই।।।।,1
"ছামার পো
",1
তার ছিরা স্টাইল,1
চোদনা,1
সিগারেটের পাছার অংশটা তোর পুটুতে ঢুকায়ে বসে থাক মাদারটোস্ট,1
চোদাইন্না বস,1
কই থেইক্কা যে আইয়ে এইসব বালছাল,1
খানকির পোলা বিড়ি দিয়া মডেল দেস....,1
টুকাই,1
চান্দির মধ্যে লাল কন্ডম লাইছস কেলা?,1
ঐ হালার ঘরের হালা..... টাকি মাছের বিচি .... তোর খবর কি??,1
"হেডার পুত হেডা,
খোদায় তর মাথায় ফালায় না কেন ঠেডা?",1
বেলাল ভাইরে খাইয়া দিছেরে বেশ্যায়,1
সুন রাহা হে না তু মাগীর পোলা,1
" মুখ তো নয়, যেন বান্দরের পুটকি",1
তর পাশের মাল টা কে রে???,1
আরিফা জোর পূর্বক নুনু ঢুকানের চেষ্টা করতাছে,1
"জানতাম মানুষ শুইয়া করত কিন্তু হালাই তরে মাইয়া দাড়াইয়া মারতাছে,হালা জানোয়ার লেজবিয়ান।",1
ইন্দুরের গু হাজির,1
থার্ড ক্লাস পোলাপান,1
খানকির পুলা তুই তোর মায়রে বুকে নিয়া খুব মোডে আছস।,1
নিচে কি ল্যাংটা?,1
মুখটা একদম কুত্তার পাছার মত লাগতেছে..,1
২ বোকাচোদা,1
তুই কি বোদার পোলা লাল টুপিই খালি পড়স,1
আরিপের নতুন চুদানি,1
দুই গে এক সাথে,1
দেখ কি মাল।,1
খানকির পুলা তরে পুরাই হিজ্রা লাগতাছে,1
আইচ্ছা তোর কি লজ্জা সরম বলতে কিছু নাই। মানুষের এতো চুদানি কাচ কেমনে। গাদারে ও যদি এরকম গালি দিতো। নিরগাদ ও নিজের বিচি নিজে চাপ দিয়া মইরা যাইতো,1
হালার্পো হালা তরা দুই বইনে মিল্লা কার মেশিন চুইষতে চুইষতে রক্ত বাইর কইরা ফালাইছস?? ঠোঁটে ত রক্ত লাইগা আছে এখনো,1
"ওব্বাবা কি ক্যাপশন দিছে হিজ্রা হালায়, রুমের ভিত্রে সানগ্লাস লাগায়া বস্তি গিরি করা বন্ধ কর গোবরের বাচ্চা",1
মাগার চেয়ে মাগি লম্বা,1
"ভাউ, কারো কাছে নকিয়া ব্যান্ডের একখানা আইফোন হবে? 
হ্লার পশ্চাৎদেশে হান্দাইতাম!!",1
দেখুন কিভাবে এক হিজড়াকে হাতিয়ে দিল আরেক হিজড়া,1
গুলিস্থানের ফুটপাথে নতুন ঘড়ির স্টাইলের আয়না আসছে! শুধু মাত্র হিজড়াদের মোচ দেখার জন্য! #আরিপা নামের এই মো'চালা হিজড়ার জন্য লাইক হপে না ফ্রান্স??,1
"ভাই, লোকে তো হাসবই। তর মত নাখের নিচে বালওয়ালা মাদারী যে তাবিজ্জার বউ হেইডা সবাই জানে। সুতরাং সিংগেল কইলে হাসব না তো কি তর পাছায় কিলাইব? আর তোর সাথে এইডা কে? তর সতীন না কি?",1
আর তুই ভার্জিন হয়েই মরবি বাল,1
"তোর মত হিজরার পিছনে কে যে টাকা খরচ করে, ও পাডার বাচ্চারে পাইলে জুতা দিয়া দিতাম।",1
" কারো কাছে চিকন পিনের চাজর্ার হবে ??
নটির পোলার পুটকিতে দিতাম",1
জুতার ফিতা দিয়া বাইন্দা পিডাইতে মন চায়,1
"আর জাতি জখন বলে তুই হিজরা,
তখন জনগন হাসাহাসি করে",1
কিরে হিজড়া তুই এবার হাত কোথায় রাখছস? এবার হাত কি মেইন জায়গাতে দিলি?,1
মাগিগো লগে পুকু পুকু করলেই হিরো হওয়াযায়না . আরিফ মাদারি,1
দুই হিজরা একসাথে ফুডু তুলেছে,1
হিজডা কখনো মিঙ্গেল হয়?,1
খানকিরপুলায় আসলেই এইটা আস্ত জাউরার ঘরে জাউরা,1
তুইতো দিনে দিনে জনি সিন্স এর ছুডো ভাই হোয়ে জাইতেছোস,1
তুই একটা ছুতমারানি,1
দুচে দিলো রে দুচে দিলো,1
ভাই তোরে পুরাই আবাল লাগতাছে,1
শালার চেহারা দেইখা খালি বান্দরের আর শিম্পাঞ্জির কথা মনে হইতাছে!,1
তোরে দেখলে মানষ হাসাহাসি করবই কারণ হিজরার কি আবার বউ থাকে নাকি,1
তুই একটা সাচ্চা চুতমারানি,1
"মাদারচোদ, শালায় চেহারাটা দেখলেই বিরক্ত মনে হয়",1
হিজরা অারিফা,1
লুল মারকা আবুল,1
"তুই যে ছাগল, সেটাও তো তুই বিশ্বাস করসনা।",1
লেংটা হইয়া কবে ছবি আপ দিবি মাদারচোদ!!!?,1
বান্দির পুলা। তোর মুচ দেখলেই বমি আসে,1
হাউয়ার পো তুই কি মানুষ হবি না???,1
এ খান্কি পাব্লিক হাগু করে যে পেজে তুই জাতীয় জিনিস আপ্লোড করে বহুত অপমান করলি,1
"চুতমারানির পোলা, দেশের মানসম্মান হোগা মাইরা দিলি।",1
মুনডা চায় হোলের বাড়ি দিয়ে তোর মুখ টা সোজা করে দিই.....,1
তোর পাছার ফুটা এতো বড়???কস কি???,1
"তোর চেহারাটা দেখতে ঢাকনাবিহিন ম্যানহোলের ভিতরের পচা গুয়ের মত,,, হালা ভোক্সোদ.... তুই অাস্ত বাইঞ্চুদ....",1
খানকির পোলা বড়দিনের শুরুতেই মাগিবাজি শুরু করেছে। বাইনটোস্ট মরিস না কেনো।,1
"পোডার পু পোডা তুই এমন কেরে রে তোরে কুত্তা দিয়া দুচিয়ে তোর সুনা আর তোর বিচি কান্দো উঠাই দেওনের কাম
মাদারি শালা হনুমানের বাচ্চা
দিনটাই খারাপ কইরা দিলি আজকা উল্টা-পাল্টা কিছু হলে তোরে পুটকি দিয়া বাশ ঢুকাইয়া খাড়া করাই দিমু",1
"আসলেই আরিপ্পা বাইঞ্চুদ একটা ইনোসেন্ট পোলা
যারা এই বেহেঞ্চুদের বিরোধীতা করে তারা উরুগুয়ের সাপোর্টারস",1
আর্জেন্টিনা জিতসে তাই মন টা আজ অনেক খুশি কিন্তু হালা তর পাডার পু পাডা মুখ দেইখা মন টা নস্ট হয়ে গেছে,1
হালার পোলারে দেখলেই মেজাজ খারাপ হইয়া যায়। ছেসরা টাইপের চেহারা। মাগি কত্তগুলাকে কোত্থেকে ভাড়া করে কে যানি শুধু ছবি তোলার জন্য। যা আনলাইক দিলাম,1
"খানকির পোলা এখানে মূর্তির মত দাঁড়ায় না থেকে তাবিজ্জারে তোর পাছাটা আবার দিয়ে আয়,তোরে এখান্না রামঠাপ দেক!!",1
" তর হোগার উপর একটা ঠাডা পরলেই কালকে ওরা নতুন একটা নিউজ ছাপাতে পারবে ""হেগায় ঠাডা পরে নিহত আরিপ পাডা",1
"তোর পিছের অই বাগানের বাশের বেড়া টা তোর হোগার ভিত্রে হান্দাইয়া দিতে পারতাম তাহলে অনেক ভালো লাগতো।
চোদানির পোলা তুই বুলু হোইল খেইল্লা মরতে পারছ না।",1
"তোরে আচ্ছা মতো সিরিজ কাগজ দিয়া ডলতাম পারতাম , তাহলে মনে শান্তি পাইতাম ।",1
"পিছনের কঞ্চিগুলা খুইল্লা তোর গুয়া দিয়া দে হালা দামড়ার ঘরের দামড়া।
",1
হিরুন্চি,1
ইসঃ কার যে কুত্তা বান্ধা চেইনটা চু‌রি কর‌ছে,1
তর এই তালি পরা তেনা পরার শখ বুজি যাইবো না মাদারচুদ। ভবের পিডান পিডাইতে পারতাম তরে।,1
কিরে চোদানি কেমন আসোস,1
চার্জোন ঢাকাই খাঙ্কী ভূস্কি পতিতা খদ্দের যোগাড়ের প্রত্যাশায় ফেসবুকে বিজ্ঞাপন দিচ্ছে,1
"হালা বান্দির বাচ্ছা তোর মা বাপরে কে বলছিল এই নাম রাখতে? মাদারচোত তারাতারি নাম পরিবর্তন কর, না হলে ভিডিও না তোরে দিয়া ন্যাপকিনের বিজ্ঞাপন বানামু।",1
লেসবিয়ান গুলান সব একসাথে,1
হিজরার মত লুক দিছে,1
"বেলুন দূর্ঘটনায় জন্ম নেয়া শিশু দের গালি দিতে
নেই আসুন সবাই সহানুভূতি দেখাই",1
হাউয়ার পোলা এগুলা কারা রে?,1
মাগিবাজ,1
ওর নুনুর রগটা কেটে দিক ।।,1
হাউয়ার পোলা ডিউটি তে আইছিলাম।তোর চটি মার্কা পুতি দেখে ডিউটি  করে দিলাম। আজকে সুধু কমেন্ট পরুম।,1
"চুদনার পুত নববর্ষের শুবেচ্ছা জানাইচস বালা কথা কিন্তু আজকের দিনের জন্য হলেও তো মাগি চুদা বন্ধ রাখতে পারতি,,,,কিন্তু তুই হালা মাগিবাজ আরেক নয়া মাগিরে নিয়া আসচস নববর্ষের শুভেচ্চা জানাইতে, ,, হেডারপোলা বছরের প্রথম দিন এমন করবি জানলে তোর এই সাউয়্য়ার পেইজের ধারে কাছে ও আসতাম না",1
" হালারপুত দিলি তো বছরটারে খারাপ কইরা, তোর এই খোমা দেখার লগে লগে আমার মোবাইলটা হাত থাইকা মাটিতে পইড়া গেল, তুই একটা কুফা তোর উইশের কারণে না জানি আমার বছরটা খারাপই যায়। হালারপুত তুই এই উইশ করার আগে মরলি না কেন",1
"নাকের নিচে বাল,তুই এক আবাল!",1
পজিশন টা কষ্টকাঠিন্যের রুগি ...যেন শক্ত হাগা বের কারর জোর চেষ্টা....তিনি মাগি পন্ডিত একাধারে অষ্টধাতু বাতের আংটি পান্ডার তেল ..প্যামপাস প্যাড সেরেনার এ্যাড,1
তুই আমার নাম টার ইজ্জত রাখলি না মাদারটোস্ট,1
" অয় ভাই,লজ্জাবতী লতা_____ হেতেরে গে দিয়া চুম্মা।",1
চুত্মারানীর পোলা সকাল ডারেই গোয়া মাইরা দিল।,1
ছায়া বেলাওজ পরে হুতে পরেছে মাগী আরিপ ।,1
"লেডিস আরিফের আগমন, 
পিছে হোগা সামনে ধন।",1
"কিরে খানকির ছেলে,, তোরে চুদে শোয়াইয়া রাখছে ক্যাডায়",1
মনে কয় তোর পাচা বরাবর একটা লাথি মারি,1
"খানকির পুলা , মাগীর পুলা , সকাল টা নস্ট করছে।",1
মাগিটা কি পর্নপিক আপ চুদায়রে,1
দিনটা কুফা বানাইয়া দিলি রে আরিপ্পা,1
আই মাগি,1
অই লেডিস হিজ্রা শালী তোর হেডা দেয়া যায়,1
তোর আগা মোটা গোড়া চিকন লিঙ্গ কাইটা পেছনে সুপারগুলু দিয়ে লাগাইয়া দিমু.....,1
"ওরে ভুচকির পো, মান্দারীর পো",1
তোরে কাওরানবাজার মোড়ে ফেলে ছোলা কুত্তা দিয়ে দোচাবো কইয়ে দিলাম,1
তুই  একাধারে অষ্টধাতু বাতের আংটি পান্ডার তেল প্যামপাস প্যাড সেরেনার এ্যাড,1
একাধারে অষ্টধাতু বাতের আংটি পান্ডার তেল প্যামপাস প্যাড সেরেনার এ্যাড,1
